slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
karen-stephens	Karen Stephens	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=160106	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/Karen_Stephens.jpg	Kinnebrew-J.	2008	(sdlg × Pure Indulgence)	dark red with ruffled gold edge	4	32		Semi-Evergreen	SC R Y X JN PI	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		160106
kennesaw-blue-sapphire	Kennesaw Blue Sapphire			https://daylilies.org/DaylilyDB/detail.php?id=179409	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/KENNESAW BLUE SAPPHIRE.jpg	Waldrop	2015	(Desire of Nations × (Shirley Anne McCord × Gnashing of Teeth))	purple beet color with a spicy blue eye and a deep green throat, an ivory edge on the petals and sepals, and this edge often has teeth	3	16		Semi-Evergreen	11-89	Diurnal	Fragrant	31 in, (79 cm) 	Early-Midseason,Rebloom		6.25 in, (16 cm) 	Tetraploid		179409
kennesaw-mountain-lemon-sorbet	Kennesaw Mountain Lemon Sorbet			https://daylilies.org/DaylilyDB/detail.php?id=156950	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/Kennesaw_Mountain_Lemon_Sorbet.jpg	Waldrop	2007	(Michael Miller × J.T. Davis)	white cream blend with ruffled gold edge above green throat	2	15		Semi-Evergreen	42-7	Diurnal		22 in, (56 cm) 	Late,Rebloom		6 in, (15 cm) 	Tetraploid		156950
killer-bees	Killer Bees	$30.00		https://daylilies.org/DaylilyDB/detail.php?id=164182	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/Killer_Bees.jpg	Elliott-S.	2010	(sdlg × sdlg)	dark orange with a red orange eye above a yellow green throat	2	12	Unusual FormcrispateDouble 95%	Evergreen	SEDSE7-08	Diurnal	Very Fragrant	28 in, (71 cm) 	Extra Early,Rebloom		7 in, (18 cm) 	Diploid		164182
king-kahuna	King Kahuna	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=5730	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/King Kahuna.jpg	Crochet	1994	(Olin Frazier × Ellen Christine)	medium yellow self			Double	Semi-Evergreen	92-39	Extended		22 in, (56 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Diploid		5730
kings-cotillion	King's Cotillion	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=5739	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/King's Cotillion_1515775873.jpg	Munson-R.W.	1997	(Porcelain Geisha × Court Magician)	wine rose red with chalky wine eyezone				Evergreen		Diurnal		26 in, (66 cm) 	Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		5739
kings-favor	King's Favor	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=5740	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/King's_Favor.jpg	Bell-T.	1998	(El Desperado × Mask of Time)	light gold with purple eye and green throat				Evergreen	EDMOT196	Diurnal	Fragrant	24 in, (61 cm) 	Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		5740
kiss-the-sky	Kiss the Sky			https://daylilies.org/DaylilyDB/detail.php?id=175629	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/KISS THE SKY.jpg	Lambertson	2014	(Painted Pattern × Peggy Imrie)	cream rose, amethyst gray blue patterned eye, green throat	3	25		Semi-Evergreen	LL282	Diurnal		42 in, (107 cm) 	Extra Early,Rebloom		6 in, (15 cm) 	Diploid		175629
kitty-wells	Kitty Wells			https://daylilies.org/DaylilyDB/detail.php?id=152110	https://www.daylilies.org/DaylilyDB/AHSPhoto/K/kitty_wells.jpg	Stamile	2005	((Platinum and Gold × (Great White × Key Lime Ice)) × Tet. Ruffled Masterpiece)	creamy apricot self above green throat	4	28		Evergreen	18	Diurnal	Fragrant	29 in, (74 cm) 	Early-Midseason,Rebloom		7.5 in, (19 cm) 	Tetraploid		152110
lacy-all-over	Lacy All Over	$30.00		https://daylilies.org/DaylilyDB/detail.php?id=159244	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LACY ALL OVER 516-C.jpg	Stamile	2008	(sdlg × Alpine Ruffles)	near white with gold edge above green throat	7	45		Evergreen	516-C	Diurnal	Fragrant	35 in, (89 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		159244
lady-dragon	Lady Dragon			https://daylilies.org/DaylilyDB/detail.php?id=182102	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/ladydragon.jpg	Trimmer-J.	2017	(Jane's Prism × Tet. Emerald Starburst)	lavender pink with purple eye and green throat	3	24	Unusual FormCascade	Semi-Evergreen	J3-20	Diurnal	Fragrant	46 in, (117 cm) 	Midseason,Rebloom		9.5 in, (24 cm) 	Tetraploid		182102
lady-neva	Lady Neva			https://daylilies.org/DaylilyDB/detail.php?id=27960	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lady_Nevarev.jpg	Alexander-Moody	1970		soft buff yellow with rose eyezone and green throat			Unusual FormCrispate	Semi-Evergreen		Diurnal	Fragrant	42 in, (107 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Diploid		27960
lady-wu	Lady Wu	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=146023	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lady_Wu.jpg	Kirchhoff-D.	2002	((Clovette Adams × John Kirkland) × Don't Look Back)	clear rose pink self above yellow to green throat	3	21	Double 99%	Evergreen		Extended		23 in, (58 cm) 	Extra Early,Rebloom		5 in, (13 cm) 	Tetraploid		146023
land-of-cotton	Land Of Cotton			https://daylilies.org/DaylilyDB/detail.php?id=5867	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Land_Of_Cotton.jpg	Joiner	1991	(Vanilla Fluff × sdlg)	cream self with green throat			Double	Semi-Evergreen	89-DD-VF-JJ-13	Diurnal	Fragrant	30 in, (76 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Diploid		5867
land-sakes-alive	Land Sakes Alive	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=147859	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Land_Sakes_Alive.jpg	Joiner-J.	2003	(sdlg × sdlg)	wild rose self above yellow green throat	2	12	Double 96%	Evergreen	J00-DD-JJ-JJ-56	Diurnal		26 in, (66 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Diploid		147859
larry-grace	Larry Grace	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=5891	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LARRY GRACE.jpg	Salter	1994	(Ben Adams ×  (Untamed Glory × Kathleen Salter))	yellow self with gold edge and green throat				Semi-Evergreen		Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		5891
lime-frost	Lime Frost			https://daylilies.org/DaylilyDB/detail.php?id=28794	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lime Frost.jpg	Stamile	1990	((Arctic Snow × White Tie Affair) × Tet. Gentle Shepherd)	green and white blend with green throat				Dormant	882	Diurnal	Fragrant	27 in, (69 cm) 	Very Late		5.75 in, (15 cm) 	Tetraploid		28794
larrys-obsession	Larry's Obsession			https://daylilies.org/DaylilyDB/detail.php?id=153223	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Larry's_Obsession.jpg	Petit	2005	(John Peat × Baby Jane Hudson)	black purple with white tooth edge above green throat	3	20		Semi-Evergreen	JP BJH	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		153223
laugh-at-me	Laugh At Me	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=46231	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Laugh_At_Me.jpg	Hansen-D.	2003	((Cage × unknown) × Crocodile Smile)	wood violet bitone with gold toothy edge above yellow green throat	4	22	Unusual FormCrispate	Semi-Evergreen	CAGE UP CROC	Diurnal		26 in, (66 cm) 	Early-Midseason,Rebloom		8 in, (20 cm) 	Tetraploid		46231
laughing-skies	Laughing Skies	$10.00	sale 10 sf	https://daylilies.org/DaylilyDB/detail.php?id=147819	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/laughing_skies.jpg	Stamile	2003	(((sdlg × sdlg) × Inky Fingers) × (Bluebird Sky × (Tet. Green Widow × Tet. Cerulean Star)))	lavender self above green throat	3	21	Spider 4.70:1	Evergreen	152-A	Diurnal	Fragrant	38 in, (97 cm) 	Extra Early,Rebloom		10 in, (25 cm) 	Tetraploid		147819
lava-flow	Lava Flow	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=151759	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lava_Flow.jpg	Smith-FR	2005	(Wyoming Wildfire × Mister Lucky)	orange with red eye and edge above green throat	4	34		Semi-Evergreen		Diurnal	Fragrant	32 in, (81 cm) 	Early-Midseason		5.5 in, (14 cm) 	Tetraploid		151759
lavender-arrowhead	Lavender Arrowhead	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=46470	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lavender_arrowhead.jpg	Stamile	1999	(Star of India × (Star of India × Tet. Green Widow))	lavender with chartreuse watermark above chartreuse yellow appliquéd throat	3	18	Unusual FormCrispate	Evergreen	857-A	Diurnal	Fragrant	36 in, (91 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		46470
lavender-blue-baby	Lavender Blue Baby	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=5942	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lavender_Blue_Baby.jpg	Carpenter-J.	1996		lavender blue with lavender blue eyezone and green throat				Dormant	JC-93-BES	Diurnal	Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Diploid		5942
lavender-heartthrob	Lavender Heartthrob	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=145712	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lavender_heartthrob.jpg	Stamile	2002	(Magic Amethyst × Debussy)	lavender with gold edge above green throat	5	28		Dormant	9272-B	Diurnal	Fragrant	22 in, (56 cm) 	Extra Early,Rebloom		7 in, (18 cm) 	Tetraploid		145712
lavender-infusion	Lavender Infusion	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=157531	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lavender_infusion.jpg	Petit	2008	(Alexa Kathryn × Gary Colby)	lavender with gold edge above green throat				Semi-Evergreen	S08-04	Diurnal	Fragrant	28 in, (71 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		157531
lavender-romance	Lavender Romance	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=144691	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lavender_Romance.jpg	Trimmer	2001	(sdlg × Denali)	lavender self above green throat	2	24	Double 65%	Evergreen	D 98-1	Diurnal	Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		144691
lavender-zipline	Lavender Zipline			https://daylilies.org/DaylilyDB/detail.php?id=183400	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lavender Zipline.jpg	Salter-E.H.	2017	(unknown × unknown)	bright rose lavender with pronounced circular, chalky lavender cream and purple eye, bright green heart				Semi-Evergreen	ES17-12	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		4 in, (10 cm) 	Diploid		183400
ledgewoods-dragon-fly	Ledgewood's Dragon fly	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=155509	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/ledgewood's_dragon_fly.jpg	Abajian	2006	(sdlg × Armed and Dangerous)	cranberry with blue violet eye above green throat	4	25		Semi-Evergreen	C65	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		155509
legacy-of-life	Legacy Of Life	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=159292	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Legacy_of_Life.jpg	Joiner	2008	(sdlg × sdlg)	peachy pink self above orange throat	3	17	Double 95%	Evergreen	E03TD12JKTPBSdlg42	Diurnal		32 in, (81 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		159292
lemon-chiffon-cupcake	Lemon Chiffon Cupcake			https://daylilies.org/DaylilyDB/detail.php?id=170157	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LEMON CHIFFON CUPCAKE -.jpg	Herrington-T.	2012	(Double River Wye × Firefly Frenzy)	lemon yellow self	5	18	Double 98%	Dormant	1-DRW	Diurnal	Fragrant	25 in, (64 cm) 	Early-Midseason,Rebloom		4 in, (10 cm) 	Diploid		170157
lemon-curls	Lemon Curls	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=162730	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/revisedLemon Curls.jpg	Waldrop-D.	2009	(sdlg × Heavenly Angel Ice)	lemon ivory blend above green throat	5	38	Unusual FormCrispate	Dormant	7-221	Diurnal		42 in, (107 cm) 	Early		5.5 in, (14 cm) 	Diploid		162730
lemon-go-lightly	Lemon Go Lightly			https://daylilies.org/DaylilyDB/detail.php?id=157438	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lemon_Go_Lightly.jpg	Trimmer-J.	2007	(sdlg × (sdlg × Crocodile Smile))	yellow self above chartreuse throat	3	40		Evergreen		Diurnal	Fragrant	36 in, (91 cm) 	Early-Midseason,Rebloom		7.5 in, (19 cm) 	Tetraploid		157438
lemon-madeline	Lemon Madeline	$7.00		https://daylilies.org/DaylilyDB/detail.php?id=144594	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lemon_Madeline.jpg	Morss	2001	(Tetrina × Betty Warren Woods)	lemon yellow self above emerald green throat	6	40		Semi-Evergreen		Extended		44 in, (112 cm) 	Early-Midseason,Rebloom		8 in, (20 cm) 	Tetraploid		144594
lemon-zebra	Lemon Zebra			https://daylilies.org/DaylilyDB/detail.php?id=168246	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LemonZebra.jpg	Bell-T.	2011	(Jamaican Love × unknown)	lemon yellow with a purple patterned eye and purple wire edge above a green throat	4	30		Evergreen	205-07	Diurnal	Fragrant	30 in, (76 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		168246
lemonberry-truffle	Lemonberry Truffle	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=6033	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lemonberry_Truffle.jpg	Kirchhoff-D.	2000	((sdlg × Shades of Havana) × (Layers of Gold × Betty Warren Woods))	lemon yellow self above green throat	5	22	Double 94%	Evergreen	DK127-01	Extended		27 in, (69 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		6033
let-it-rip	Let It Rip	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=6051	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Let_It_Rip.jpg	Joiner-J.	1997		persimmon orange blend and a green throat			Spider 4.33:1	Evergreen	94-D-JT-JT-113	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		10 in, (25 cm) 	Diploid		6051
let-loose	Let Loose	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=147731	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/let_loose.jpg	Stamile	2003	(His Highness × Tet. Garden Portrait)	lemon yellow self above green throat	4	30	Unusual FormCrispate-Spatulate	Evergreen	140-A	Diurnal	Very Fragrant	36 in, (91 cm) 	Extra Early,Rebloom		9.5 in, (24 cm) 	Tetraploid		147731
lets-do-lunch	Let's Do Lunch	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=160385	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lets_Do_Lunch.jpg	Goudeau-G.	2008	(Blackwater Lavender Delight × unknown)	lavender with white midribs and darker lavender halo and edge trimmed wire gold	4	15		Semi-Evergreen	5-5-26-15	Extended	Fragrant	28 in, (71 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		160385
lighter-than-air	Lighter Than Air	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=146961	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lighter_Than_Air.jpg	Salter	2002		lavender with lavender plum eye above yellow green throat	4	35		Semi-Evergreen		Diurnal		31 in, (79 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		146961
lillians-gurly-gurl	Lillian's Gurly Gurl	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=165123	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lillian's gurly gurl.jpg	Manning	2010	((Lillian's Forever Simple × Enchanting Eva) × Written in the Wind)	cream with a pink blush, heavy ruffled edge above a green throat	4	15		Evergreen	M052007	Diurnal		27 in, (69 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		165123
lillians-jack-temple	Lillian's Jack Temple			https://daylilies.org/DaylilyDB/detail.php?id=157213	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LILLIANS JACK TEMPLE.jpg	Manning	2007	((Rainbow Spangles × Lillian Kathleen) × (Lillian Kathleen × Marked by Lydia))	yellow green self above green throat	3	24	Spider 5.60:1	Semi-Evergreen	M00704	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		12 in, (30 cm) 	Diploid		157213
lillians-secrets-and-lies	Lillian's Secrets and Lies			https://daylilies.org/DaylilyDB/detail.php?id=181621	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lillianssecretsandlies.jpg	Manning	2016	(Tet. Lillian's Thin Ice × Dragonfly Dawn)	cream white over a green throat, fertile both ways	3	18		Semi-Evergreen	HB36-13	Diurnal		24 in, (61 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		181621
lillians-thin-ice	Lillian's Thin Ice	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=161915	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LILLIAN'S THIN ICE.jpg	Manning	2009	(Lillian's Sweet Thang × Skinwalker)	near white self above green throat	4	20	Unusual FormCrispate	Semi-Evergreen	M06001	Diurnal		36 in, (91 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Diploid		161915
lillians-white-lies	Lillian's White Lies			https://daylilies.org/DaylilyDB/detail.php?id=167865	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lillians White Lies.jpg	Manning	2011	(Lillian's Thin Ice × Lavender Butterfly)	near white blend over a large green throat	3	15	Unusual FormCrispate-Cascade	Semi-Evergreen	M00903	Diurnal		37 in, (94 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Diploid		167865
lillians-womans-touch	Lillian's Woman's Touch	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=147093	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LILLIANS WOMANS TOUCHrev.jpg	Manning	2002	(Lillian Kathleen × Green Widow)	yellow self above green throat	4	20	Unusual FormCrispate	Evergreen	20M07	Diurnal		32 in, (81 cm) 	Midseason,Rebloom		9 in, (23 cm) 	Diploid		147093
lily-farm-cotton-candy	Lily Farm Cotton Candy			https://daylilies.org/DaylilyDB/detail.php?id=179890	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lilyfarmcottoncandy.jpg	Carpenter-M.	2015	(Mabel Matthews × Yellow Brocade)	heavily ruffled and thick substance cotton candy pink self with an orange throat	2	16		Evergreen	T15-5-3A	Diurnal		25 in, (64 cm) 	Late,Rebloom		7.5 in, (19 cm) 	Tetraploid		179890
lily-farm-lemon-cloud	Lily Farm Lemon Cloud			https://daylilies.org/DaylilyDB/detail.php?id=185035	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LilyFarmLemonCloud_1509373352.jpg_1508293236	Carpenter-M.	2017	(Stars in the Sky × sdlg)	Lemon cream with a bright lemon throat and matching ruffled edge.	4	20		Dormant	17-1-1-1	Diurnal	Fragrant	30 in, (76 cm) 	Late,Rebloom		7 in, (17 cm) 	Tetraploid		185035
lily-farm-nod-to-the-mentor	Lily Farm Nod to the Mentor			https://daylilies.org/DaylilyDB/detail.php?id=185037	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LilyFarmNodtotheMentor_1509373475.jpg_1508344617	Carpenter-M.	2017	(sdlg × Red on Red)	Crimson pink blend with a golden yellow edge and heavily ruffled with a green yellow throat.	3	15	Double 80%	Dormant	17-1-2-69	Diurnal	Fragrant	24 in, (60 cm) 	Late,Rebloom		6.5 in, (16 cm) 	Tetraploid		185037
lily-farm-roman-chariot	Lily Farm Roman Chariot			https://daylilies.org/DaylilyDB/detail.php?id=185039	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LilyFarmRomanChariot_1509373620.jpg_1508346347	Carpenter-M.	2017	(Lightning Edge × Royal Extravaganza)	Heavily ruffled deep red purple blend with an olive green throat.	4	23		Evergreen	16-1-4-70	Diurnal		32 in, (81 cm) 	Midseason-Late,Rebloom		6 in, (15 cm) 	Tetraploid		185039
lilys-golden-curls	Lily's Golden Curls			https://daylilies.org/DaylilyDB/detail.php?id=185788	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LilysGoldenCurls_1515000548.JPG	Waldrop-D.	2018	((Lemon Curls x Ashee Dashee) × Bonibrae the Freak)	Green throat extends along the petals, petals become a lovely brown with ivory along each side.	3	16	Unusual FormCrispate	Dormant	3-434	Diurnal	Fragrant	27 in, (68 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Diploid		185788
lime-peel	Lime Peel	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=145686	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lime_peel.jpg	Stamile	2002	(His Highness × Tet. Spider Miracle)	green yellow blend above green throat	6	35	Unusual FormSpatulate	Evergreen	058-A	Diurnal	Fragrant	38 in, (97 cm) 	Midseason,Rebloom		9.5 in, (24 cm) 	Tetraploid		145686
linda-beck	Linda Beck	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=151919	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Linda_Beck.jpg	Agin	2005	(J.T. Davis × Lifting Me Higher)	burgundy purple with blue purple eye and white purple ruffled edge above green throat	3	24		Semi-Evergreen		Diurnal	Fragrant	25 in, (64 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		151919
little-business	Little Business	$6.00	sale 10 sf	https://daylilies.org/DaylilyDB/detail.php?id=28939	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little-Business.jpg	Maxwell-T.	1971	(sdlg × Little Wart)	red self with green throat				Semi-Evergreen	M69-14	Extended		15 in, (38 cm) 	Early-Midseason,Rebloom		3 in, (8 cm) 	Diploid		28939
little-deeke	Little Deeke	$8.00	sale 12 sf	https://daylilies.org/DaylilyDB/detail.php?id=28990	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Deeke.jpg	Guidry	1980		orange gold blend with green throat				Evergreen	OR-GR-2-78	Diurnal	Very Fragrant	20 in, (51 cm) 	Extra Early,Rebloom		4.5 in, (11 cm) 	Diploid		28990
little-dreamer	Little Dreamer	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=6325	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Dreamer.jpg	Stamile-G.	1996	(((Coming Out Party × Siloam Tiny Tim × ((Siloam French Doll × Siloam Tee Tiny) × (sdlg × Siloam Bertie Ferris)))	purple with dark purple eyezone and green throat				Dormant	D93-41B	Diurnal		13 in, (33 cm) 	Midseason,Rebloom		2.87 in, (7 cm) 	Diploid		6325
little-giggles	Little Giggles			https://daylilies.org/DaylilyDB/detail.php?id=165268	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little_Giggles.jpg	Bell-T.	2010	(Courting Trouble × Cherry Valentine)	mauve purple with a black purple eye and edge above a yellow green throat	3	12		Evergreen	42-06	Diurnal		20 in, (51 cm) 	Midseason,Rebloom		3.75 in, (10 cm) 	Tetraploid		165268
lillians-rainbow-at-dawn	Lillian's Rainbow at Dawn	$25.00		https://daylilies.org/DaylilyDB/detail.php?id=179108	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LilliansRAINBOWATDAWN.jpg	Manning	2015	(Coffee to Go × Wild Dreams)	rose with a lighter rose edge and multicolored patterned eye above a green throat, fertile both ways	4	30		Semi-Evergreen	HB02-13	Diurnal		25 in, (64 cm) 	Midseason-Late,Rebloom		2.75 in, (7 cm) 	Diploid		179108
little-gold-nugget	Little Gold Nugget			https://daylilies.org/DaylilyDB/detail.php?id=148163	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little_Gold_Nugget_2005.jpg	Herrington-T.	2005	(Texas Sunlight × Just For Breakfast)	bright gold self above tiny green throat	4	18		Dormant		Extended		12 in, (30 cm) 	Early-Midseason,Rebloom		2.87 in, (7 cm) 	Diploid		148163
little-miss-independent	Little Miss Independent	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=174796	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Miss Independent.jpg	Stamile-G.-Pierce	2014	(unknown × unknown)	cream base with a blue eye, outlined in red, magenta, etched charcoal above a green throat	4	25		Semi-Evergreen	D930-F	Diurnal		20 in, (51 cm) 	Early-Midseason,Rebloom		2.5 in, (6 cm) 	Diploid		174796
little-peter-piper	Little Peter Piper			https://daylilies.org/DaylilyDB/detail.php?id=152249	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little_peter_piper_2005.jpg	Stamile-G.	2005	((Little Sensation × (Little Pleasure × Little Fat Cat)) × ((sdlg × Little Angel Eyes) × (Little Sensation × sdlg)))	rose purple with darker eye and lavender bordered edge above green throat	6	30		Semi-Evergreen	D374	Diurnal		20 in, (51 cm) 	Midseason,Rebloom		3 in, (8 cm) 	Diploid		152249
little-red-dumples	Little Red Dumples	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=141656	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Red Dumples- JW_1538430126.jpg	Anderson-H.	2000	(unknown × unknown)	red self above yellow throat	2	12		Dormant	HA981SMR	Diurnal		17 in, (43 cm) 	Early		2.5 in, (6 cm) 	Diploid		141656
little-sweet-cheeks	Little Sweet Cheeks			https://daylilies.org/DaylilyDB/detail.php?id=174794	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Sweet Cheeks.jpg	Stamile-G.-Pierce	2014	(unknown × unknown)	magenta purple, green throat	5	30	Double 100%	Dormant	D94-A	Diurnal		17 in, (43 cm) 	Early-Midseason,Rebloom		2.5 in, (6 cm) 	Diploid		174794
little-swirling-shadows	Little Swirling Shadows			https://daylilies.org/DaylilyDB/detail.php?id=174795	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Little Swirling Shadows.jpg	Stamile-G.-Pierce	2014	(unknown × unknown)	complex pattern of rose, white watermark, purple above a green throat	4	25	Double 100%	Semi-Evergreen	D952-A	Diurnal		17 in, (43 cm) 	Early-Midseason		2.5 in, (6 cm) 	Diploid		174795
living-legend	Living Legend			https://daylilies.org/DaylilyDB/detail.php?id=155024	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Living_Legend.jpg	Bell-T.	2006	(Hem of His Garment × sdlg)	lavender with purple eye and purple yellow edge above yellow green throat	3	18		Evergreen	38-03	Diurnal	Fragrant	34 in, (86 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		155024
