slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
rise-up-rose	Rise Up Rose			https://daylilies.org/DaylilyDB/detail.php?id=188011		Salter-E.H.	2019																188011
tattooed-duchess	Tattooed Duchess			https://daylilies.org/DaylilyDB/detail.php?id=188013		Salter-E.H.	2019																188013
chinese-melody	Chinese Melody			https://daylilies.org/DaylilyDB/detail.php?id=188005		Salter-E.H.	2019																188005
make-it-to-mars	Make it to Mars																						
striped-fantastic	Striped Fantastic			https://daylilies.org/DaylilyDB/detail.php?id=154228		Brigham-TerraNova	2006	((Wilbur Harling × Kecia) × Pagoda Goddess)	creamy melon pink self above yellow throat	4	15		Evergreen		Diurnal	Fragrant	28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		154228
swirling-spider	Swirling Spider	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=41523	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/swirling spider.jpg	Hite	1990	(Twist of Lemon × Samar Star Fire)	red spider with green throat			Unusual FormCrispate-Cascade	Semi-Evergreen	T-90-1			34 in, (86 cm) 	Early-Midseason		10 in, (25 cm) 	Tetraploid		41523
heres-to-you-bill-robinson	Here's to You Bill Robinson			https://daylilies.org/DaylilyDB/detail.php?id=187480	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/HerestoYouBillRobinson_1540401292.jpg	Salter-E.H.	2018	(unknown × unknown)	Purple petals with some cream patterning which is more intense on sepals, large blue violet circular eye, green heart.				Semi-Evergreen	ES1914	Diurnal		29 in, (73 cm) 	Midseason,Rebloom		5 in, (12 cm) 	Diploid		187480
woodlea-wonder	Woodlea Wonder			https://daylilies.org/DaylilyDB/detail.php?id=168878		Smith-Harry-P.	2012	(Aussi Delight × Tet. Peppermint Delight)	light tangerine with a deep plum eye and edge above emerald green waxy throat	5	28		Semi-Evergreen	ph11	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		168878
prismatic-purple	Prismatic Purple			https://daylilies.org/DaylilyDB/detail.php?id=188009		Salter-E.H.	2019																188009
lady-alvatine	Lady Alvatine			https://daylilies.org/DaylilyDB/detail.php?id=159033	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lady_Alvatine.jpg	Petit	2009	((sdlg × (Diamonds for Divas × Wanda Doma)) × April LaQuinta)	cream yellow with pink blush and gold edge above green throat				Semi-Evergreen	S-10-09	Diurnal		27 in, (69 cm) 	Late,Rebloom		8 in, (20 cm) 	Tetraploid		159033
lines-at-midnight	Lines at Midnight			https://daylilies.org/DaylilyDB/detail.php?id=188003		Salter-E.H.	2019																188003
marsh-island	Marsh Island			https://daylilies.org/DaylilyDB/detail.php?id=182851	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MarshIsland_1499264128.JPG_1497629454	Bradford	2017	(Limonero Squeeze × Electric Red)	Deep raspberry with small green throat, and yellow gold ruffled edge with angel wings.	3	16		Semi-Evergreen	27-12	Diurnal		22 in, (55 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		182851
partial-to-peppermint	Partial  to Peppermint			https://daylilies.org/DaylilyDB/detail.php?id=188006		Salter-E.H.	2019																188006
debary-canary	Debary Canary	$15.00	sale 12 sf	https://daylilies.org/DaylilyDB/detail.php?id=154360	https://www.daylilies.org/DaylilyDB/AHSPhoto/D/Debary_Canary.jpg	Stamile	2006	((sdlg × Lime Peel) × (sdlg × sdlg))	canary yellow self above green throat	9	48	Unusual FormCrispate	Evergreen	262	Diurnal		52 in, (132 cm) 	Extra Early		7.5 in, (19 cm) 	Tetraploid		154360
amish-expressions	Amish Expressions			https://daylilies.org/DaylilyDB/detail.php?id=171934	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Amish Expressions.jpg	Salter	2013	(unknown × unknown)	large cream yellow with a large bold black eye and edge, black edge has tiny teeth and serrations, small yellow to green throat				Semi-Evergreen	JS1302	Diurnal		29 in, (74 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		171934
amy-michelle	Amy Michelle	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=285	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Amy_Michelle.jpg	Brown-C.	1991		lavender pink blend with green throat			Double	Semi-Evergreen		Diurnal	Fragrant	28 in, (71 cm) 	Early-Midseason		4.25 in, (11 cm) 	Diploid		285
ancient-magic	Ancient Magic			https://daylilies.org/DaylilyDB/detail.php?id=183016	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Ancient Magic.jpg	Salter	2017	(unknown × unknown)	smooth, bright yellow gold with a heavily ruffled edge, heavy, waxy substance				Evergreen	JS17-01	Diurnal		28 in, (71 cm) 	Midseason-Late,Rebloom		6 in, (15 cm) 	Tetraploid		183016
ancient-whispers	Ancient Whispers	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=166893	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Ancient Whispers.jpg	Salter	2010	(unknown × unknown)	bright orange with a large black plum eye and edge, very round, full, overlapped and recurved, above a bright yellow green throat				Semi-Evergreen				31 in, (79 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		166893
angel-bay	Angel Bay			https://daylilies.org/DaylilyDB/detail.php?id=175433	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Angel Bay.jpg	Salter	2014	((Chorus of Angels × (Winter's Crown × Fantastic Fringe)) × Arts and Crafts)	pale ivory cream to white with a fringy, toothy yellow edge				Semi-Evergreen	JS-14S-01	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		175433
affair-damour	Affair D'Amour	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=144942	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Affair_D'Amore.jpg	Kirchhoff-D.	2001	((Mango Coral × Russian Easter) × John Kirkland)	melon blushed coral with coral rose halo above apricot throat	3	17	Double	Evergreen		Extended		28 in, (71 cm) 	Midseason		5.5 in, (14 cm) 	Tetraploid		144942
after-the-fire	After the Fire			https://daylilies.org/DaylilyDB/detail.php?id=148877	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/After_the_fire.jpg	Petit	2003	(Amber Storm × ((Highland Lord × Betty Warren Woods) × Fires of Fuji))	red with gold edge above green throat			Double	Semi-Evergreen	S-04-02	Diurnal	Fragrant	27 in, (69 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		148877
after-the-riot	After the Riot	$40.00		https://daylilies.org/DaylilyDB/detail.php?id=176298	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/AFTER THE RIOT.jpg	Davisson-J.	2015	(Little Big Ears × Sigourney)	gold, diamond dusted with serrated gold edge	3	15		Evergreen	LBESIG	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		4 in, (10 cm) 	Tetraploid	Cristate	176298
agent-of-change	Agent of Change			https://daylilies.org/DaylilyDB/detail.php?id=187029	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/AgentofChange_1535763945.jpg	Salter-E.H.	2018	(unknown × unknown)	Pale ivory cream to white with a large violet blue eye surrounded by a deeper etched eye.				Semi-Evergreen	ES1802	Diurnal		30 in, (76 cm) 	Midseason,Rebloom		4.75 in, (12 cm) 	Diploid		187029
airy-delight	Airy Delight	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=152219	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Airy_Delight_2005.jpg	Joiner-J.	2005	(sdlg × sdlg)	crabapple sprinkled yellow bitone above light green throat	5	28	Unusual FormCrispateDouble 95%	Dormant	JOO-DD-JJ-JJ-62	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		9 in, (23 cm) 	Diploid		152219
aldersgate	Aldersgate	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=151550	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Aldersgate from Byerley_1504131694.JPG	Temple	2005	(((Rainbow Spangles × Lois Burns) × Garden Portrait) × Emmaus)	maroon green with maroon pink eye above green throat	3	22	Spider 8.00:1	Evergreen	TDSRSLBE-1-04	Diurnal		34 in, (86 cm) 	Midseason,Rebloom		16 in, (41 cm) 	Diploid		151550
alexanders-ragtime-band	Alexander's Ragtime Band			https://daylilies.org/DaylilyDB/detail.php?id=139	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Alexanders_Ragtime_Band.jpg	Kirchhoff-D.	1998	(sdlg ×  (Layers of Gold × Ruffled Dude))	yellow, melon, and pink blend with yellow to green throat	4	30	Double 96%	Evergreen		Extended	Fragrant	30 in, (76 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		139
alien-landing	Alien Landing			https://daylilies.org/DaylilyDB/detail.php?id=157754	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Alien_Landing.jpg	Hansen-D.	2007	(Judge Nancy × Space Jam)	lilac yellow lavender bitone above yellow throat	5	21	Unusual FormCascade	Semi-Evergreen	JN2P5			35 in, (89 cm) 	Midseason-Late,Rebloom		9 in, (23 cm) 	Tetraploid		157754
all-about-eve	All About Eve	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=162	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/ALL_ABOUT_Eve.jpg	Kirchhoff-D.	2000	(sdlg × Tet. Siloam Double Classic)	peach pink with rose watermark halo above yellow to green throat	4	30	Double 100%	Evergreen	DK5900-1	Extended	Very Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		162
all-american-chief	All American Chief			https://daylilies.org/DaylilyDB/detail.php?id=167	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/All_American_Chief.jpg	Sellers	1994		red self with yellow throat				Dormant	9345	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		167
all-branched-out	All Branched Out	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=158365	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/all_branched_out.jpg	Eller-N.	2007	(Night Embers × sdlg)	red with prominent veining and cream edge above yellow green throat	5	30	Double 90%	Semi-Evergreen	NE0010	Diurnal		34 in, (86 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		158365
all-i-want-for-christmas	All I want for Christmas			https://daylilies.org/DaylilyDB/detail.php?id=160884	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/All I Want For Christmas.jpg	Wilkerson	2010	((Cameroons × Valley Monster) × (Cameroons Twister × Waiting in the Wings))	bright red with green throat	4	28	Unusual FormCascade	Evergreen	050711	Diurnal		34 in, (86 cm) 	Early-Midseason,Rebloom		9.5 in, (24 cm) 	Tetraploid		160884
all-the-day-long	All The Day Long			https://daylilies.org/DaylilyDB/detail.php?id=183009	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/all the day long.jpg	Bell-T.	2017	(National Treasure × Judy Farquhar)	pale cream, peach pink blend with three quarter to one inch ruffle	5	28		Evergreen	1-06xJudyF.	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		183009
almost-a-rainbow	Almost A Rainbow	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=157185	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Almost_a_Rainbow.jpg	Anderson-H.	2007	(unknown × unknown)	paul mauve wine bicolor with dark red band and flesh edge above green throat	3	25		Evergreen	7D23	Diurnal	Fragrant	34 in, (86 cm) 	Early-Midseason,Rebloom		3.5 in, (9 cm) 	Diploid		157185
alpine-ruffles	Alpine Ruffles			https://daylilies.org/DaylilyDB/detail.php?id=156784	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Alpine_Ruffles.jpg	Stamile	2007	((Victorian Lace × Michael Miller) × Spectral Elegance)	white ruffled self above green throat	7	45		Evergreen	319-D	Diurnal		26 in, (66 cm) 	Midseason		5.5 in, (14 cm) 	Tetraploid		156784
altered-state	Altered State	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=233	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Altered_State.jpg	Carr	1997	(Whooperee × Purely Exotic)	cherry red with a darker cherry red eyezone and pink red border above a yellow to green throat				Evergreen	94x	Extended		28 in, (71 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		233
always-afternoon	Always Afternoon	$6.00		https://daylilies.org/DaylilyDB/detail.php?id=12495	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Always_Afternoonkpw.jpg	Morss	1987	((Ring of Change × Tiffany Palace) × Opus One)	medium mauve edged buff with purple eyezone and green throat				Semi-Evergreen	OOROCTF	Extended		22 in, (56 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		12495
amandas-little-red-shoes	Amanda's Little Red Shoes			https://daylilies.org/DaylilyDB/detail.php?id=150757	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Amanda's_Little_Red_Shoes.jpg	Eller-N.	2004	(Stellar Double Rose × Reba My Love)	rose red with white edge above yellow throat	3	20	Double 98%	Semi-Evergreen	NE0020	Diurnal	Fragrant	24 in, (61 cm) 	Early,Rebloom		6 in, (15 cm) 	Diploid		150757
american-freedom	American Freedom	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=148464	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/american_freedom.jpg	Grace-Smith	2003	(Tet. Ultimate Perfection × J.T. Davis)	vibrant orange peach blend with gold edge	6	36		Semi-Evergreen	SS699	Diurnal		28 in, (71 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		148464
amethyst-cream-truffle	Amethyst Cream Truffle	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=141660	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/amethyst_cream_truffle.jpg	Kirchhoff-D.	2002	(((Ring of Change × Tiffany Palace) × Enchanting Lady) × (sdlg × Victoria's Secret))	grayed orchid amethyst bitone with watermark halo and yellow edge above yellow to green throat	4	35	Double 93%	Evergreen	DK81700-01	Extended		30 in, (76 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		141660
lillians-vapor-trail	Lillian's Vapor Trail	$35.00	Performs great in spite of small fan size here.	https://daylilies.org/DaylilyDB/detail.php?id=167866	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/LILLIANS VAPOR TRAIL.jpg	Manning	2011	(Lillian's Thin Ice × Lavender Butterfly)	near white over a large green throat	4	18	Unusual FormCrispate	Semi-Evergreen	M00904	Diurnal		38 in, (97 cm) 	Midseason,Rebloom		12 in, (30 cm) 	Diploid		167866
afternoon-truffle	Afternoon Truffle	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=147049	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Afternoon_Truffle.jpg	Kirchhoff-D.	2002	(Don't Look Back × sdlg)	pastel pewter orchid with pewter edge above yellow to green throat	3	24	Double 99%	Evergreen		Extended		26 in, (66 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		147049
angel-cups	Angel Cups			https://daylilies.org/DaylilyDB/detail.php?id=302	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Angel Cups  Joiner Slide (2)_1519871723.jpg	Joiner-J.	1996		ivory self with yellow green throat			Double	Dormant	92-DD-JJ-FJ-JJ-10	Diurnal	Fragrant	30 in, (76 cm) 	Midseason-Late,Rebloom		6 in, (15 cm) 	Diploid		302
angel-in-oz	Angel In Oz			https://daylilies.org/DaylilyDB/detail.php?id=159350	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/ANGEL_IN_OZ.jpg	Herrington-K.	2008	(Star Over Oz × Magic of Oz)	burgundy red self above huge green throat	5	25	Unusual FormCascade	Dormant		Diurnal	Fragrant	33 in, (84 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Diploid		159350
ann-gehry	Ann Gehry	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=12806	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Ann Gehry.jpg	Kirchhoff-D.	1989	(Malaysian Spice × Cee Tee)	coral rose edged gold with yellow halo and green throat				Evergreen	CTMASP-3-86	Extended		24 in, (61 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		12806
anne-boleyn	Anne Boleyn			https://daylilies.org/DaylilyDB/detail.php?id=176323	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Anne Boleyn.jpg	Ridder	2014	(Velvet Throne × Pink Lemonade Afternoon)	blood red with a white edge	3	26	Double 100%	Semi-Evergreen	RID1765	Diurnal	Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		176323
apache-beacon	Apache Beacon	$10.00	sale 12 sf	https://daylilies.org/DaylilyDB/detail.php?id=141310	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Apache Beacon revised.jpg	Roberts-N.	2005		red rose with red eye above yellow green throat	4	40	Unusual FormCrispate	Semi-Evergreen	2001-120	Nocturnal		36 in, (91 cm) 	Midseason,Rebloom		6.5 in, (17 cm) 	Diploid		141310
apache-junction	Apache Junction			https://daylilies.org/DaylilyDB/detail.php?id=178055	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Apache Junction.jpg	Salter	2015	(unknown × unknown)	bright yellow gold with a bold dark red eye and dark red edge, dark green heart, substance is heavy and holds well in full sun				Semi-Evergreen	JS-15-1	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		178055
apopka-pink-pearl	Apopka Pink Pearl			https://daylilies.org/DaylilyDB/detail.php?id=159777	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Apopka_Pink_Pearl.jpg	Harry	2008	(unknown × unknown)	true ice pink with gold edge above nice green throat	5	25		Semi-Evergreen	NH04-199	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		159777
applique	Appliqué	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=145706	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/applique.jpg	Stamile	2002	((Star of India × Boney Maroney) × Web Browser)	mauve lavender with yellow watermark and appliquéd throat	5	30	Unusual FormCrispate	Evergreen	066-A	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		10 in, (25 cm) 	Tetraploid		145706
applique-prism	Appliqué Prism			https://daylilies.org/DaylilyDB/detail.php?id=174498	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Applique Prism.jpg	Pierce-G.	2013	(((sdlg × Tet. Terry Lyninger) × Tet. Malachite Prism) × Tet. Time Stopper)	cherry with light green appliqué	8	50		Semi-Evergreen	277-D	Diurnal	Fragrant	31 in, (79 cm) 	Extra Early,Rebloom		9 in, (23 cm) 	Tetraploid		174498
apricot-potpourri	Apricot Potpourri			https://daylilies.org/DaylilyDB/detail.php?id=170359	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Apricot Potpourri.jpg	Nall-S.	2012	(King Kahuna × Peach Magnolia)	intense orange peach, lightly ruffled, lighter midrib	5	24	Double 99%	Semi-Evergreen	A160D	Diurnal		32 in, (81 cm) 	Midseason-Late,Rebloom		5.5 in, (14 cm) 	Diploid		170359
april-laquinta	April Laquinta	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=152971	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/April_LaQuinta.jpg	Petit	2006	((Glacier Bay × Tet. Siloam Ralph Henry) × Belle Cook)	pink with gold edge above green throat				Semi-Evergreen	S-07-01	Diurnal	Fragrant	30 in, (76 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		152971
aral-sea	Aral Sea	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=157029	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Aral_Sea.jpg	Petit	2008	((Susie Tee × Reflections In Water) × (Sailing At Dawn × Send Me A Rainbow))	lavender pink with violet eye and edge above green throat				Semi-Evergreen	F-07-09	Diurnal	Fragrant	23 in, (58 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		157029
arcane-pattern	Arcane Pattern			https://daylilies.org/DaylilyDB/detail.php?id=181653	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/arcanepattern.jpg	Salter-E.H.	2016	(unknown × unknown)	pale icy lavender with a very precise violet blue eye pattern around a green heart, very round form, full and overlapped	4	20		Evergreen	ES0116	Diurnal		30 in, (76 cm) 	Midseason,Rebloom		3.75 in, (10 cm) 	Tetraploid		181653
arms-reaching-out	Arms Reaching Out			https://daylilies.org/DaylilyDB/detail.php?id=150756	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Arms_Reaching_Out.jpg	Eller-N.	2004	(Big Kiss × Sanford Show Girl)	soft yellow with rose red eye above yellow throat	3	18	Double 95%	Evergreen	NE0011	Diurnal	Fragrant	24 in, (61 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Diploid		150756
arms-to-heaven	Arms To Heaven	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=143632	https://www.daylilies.org/DaylilyDB/AHSPhoto/A/Arms_to_Heaven.jpg	Roberts-N.	2001		purple red self above yellow green throat	3	18	Unusual FormCrispate	Semi-Evergreen	98-461	Nocturnal		36 in, (91 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Diploid		143632
